region_id,region_name,area_km2,bus_x,bus_y
1,Hovedstaden,2573.4839089234256,12.315027163416971,55.862051109427206
2,Midtjylland,13137.618634253447,9.235104051671579,56.235283400643205
3,Nordjylland,7916.750559649052,9.724983924483631,56.814544144412366
4,Sjælland,7337.52286599357,11.687858671885477,55.48666666773102
5,Syddanmark,12179.472716042877,9.133850609160067,55.37652708912446
