snapshot,DK_region_1,DK_region_2,DK_region_3,DK_region_4,DK_region_5
2024-01-01 00:00:00,0.5255756755227984,0.42911311374023087,0.7107228071742084,0.4615098480449045,0.510918325054936
2024-01-01 01:00:00,0.4053701622337329,0.40611575116413057,0.6082509570521095,0.48848698061396684,0.4993779394960003
2024-01-01 02:00:00,0.38367461864861996,0.4247374464933429,0.5643943638691283,0.5385028319549124,0.5261488403810864
2024-01-01 03:00:00,0.3697580732688067,0.4427878936480591,0.5443855792458445,0.6125538710681028,0.5871907522257277
2024-01-01 04:00:00,0.36529050059407986,0.5114763093319122,0.5658782760824284,0.6751155967656404,0.6253551664412214
2024-01-01 05:00:00,0.3301176596282189,0.5443591712924257,0.6049309891999438,0.658386238583981,0.58517202831347
2024-01-01 06:00:00,0.28141818577619204,0.5138697123580817,0.6224159950041395,0.5790621360496782,0.5132023721056268
2024-01-01 07:00:00,0.2672929286049546,0.4971769152380004,0.6507149512832778,0.5000973196383546,0.469480523278584
2024-01-01 08:00:00,0.24944669164279215,0.4653393284922859,0.6554942909138716,0.41710149017715636,0.4583764157560003
2024-01-01 09:00:00,0.2552495562324738,0.4750258579638847,0.6668525092048164,0.4223384248660683,0.48591327360880593
2024-01-01 10:00:00,0.2384007744274092,0.5298407606158642,0.7586770916455462,0.3991807173874977,0.4773843307229081
2024-01-01 11:00:00,0.3037631123419871,0.4746340195908109,0.7512141674861232,0.4239750501847769,0.4149798251519534
2024-01-01 12:00:00,0.28263472457536104,0.40149094614963776,0.7277346264743777,0.39775319379872265,0.31085935311822865
2024-01-01 13:00:00,0.2939629528489872,0.389970284137722,0.7549469769105501,0.36017874230400226,0.27974046659425994
2024-01-01 14:00:00,0.2763266968746307,0.3929925674825484,0.77894500042436,0.31372644670891564,0.27201514282850797
2024-01-01 15:00:00,0.36785890692831985,0.40654330528644395,0.7765994238581257,0.30443647823425746,0.2528669352833806
2024-01-01 16:00:00,0.3945602428041535,0.4190534941789486,0.786916665084313,0.26643944221740107,0.22629101662863724
2024-01-01 17:00:00,0.41527578769550905,0.3994295775654373,0.8026940451963485,0.2397398988076035,0.22171078547309006
2024-01-01 18:00:00,0.41349966756426887,0.4081176790456275,0.836346069379296,0.2469545870157205,0.2325480930027212
2024-01-01 19:00:00,0.41205141347921126,0.3999227374557699,0.87113518966094,0.2662840941533363,0.2694698774987254
2024-01-01 20:00:00,0.43782667582086626,0.41765292284052435,0.9052912713870611,0.30633264882321715,0.30522315345449014
2024-01-01 21:00:00,0.47347902783263435,0.45256120031456776,0.9380524351261116,0.3207887516694754,0.316608426882185
2024-01-01 22:00:00,0.5522574908880101,0.4685540460205159,0.95439528417748,0.3106788009070437,0.28337001302738085
2024-01-01 23:00:00,0.576462293422808,0.42344528731178144,0.9455589802644828,0.2673993871026355,0.26941266146591164
2024-01-02 00:00:00,0.5949602567128227,0.40272156458889186,0.9370742246080859,0.23927845141234014,0.23364870103557053
2024-01-02 01:00:00,0.6904712623866643,0.40052585440566596,0.9520024060480027,0.21554096971683706,0.2556264753173064
2024-01-02 02:00:00,0.7667330612286152,0.3972648752477122,0.9622038186629979,0.24149368617139086,0.23814050076703697
2024-01-02 03:00:00,0.7821680918660343,0.4137579898752343,0.9723569963698091,0.20798343883835818,0.22266303817482994
2024-01-02 04:00:00,0.8126826167765059,0.4823712399505932,0.9876363963484501,0.16259914418896798,0.27619035030118044
2024-01-02 05:00:00,0.8864930710947123,0.5398842933335318,0.989946821224177,0.27450221635779787,0.330268057491305
2024-01-02 06:00:00,0.9403500280173476,0.623320451642779,0.9960377400250382,0.3659309621723522,0.3791769545913396
