snapshot,DK_region_1,DK_region_2,DK_region_3,DK_region_4,DK_region_5
2016-01-01 00:00:00,0.2587512255165944,0.8499124643882355,0.5946220948390187,0.31772538124718647,0.753515742961264
2016-01-01 01:00:00,0.2311386396789553,0.8701351204349037,0.6163142321728045,0.31178026796384684,0.7582233654736229
2016-01-01 02:00:00,0.21939959472630002,0.8697933360272297,0.6723080445162493,0.2937832857765254,0.6971539185290916
2016-01-01 03:00:00,0.21219780023724627,0.8525875467052975,0.689521859537132,0.250040044231595,0.672271105247716
2016-01-01 04:00:00,0.15786713483494655,0.8362356035609017,0.6252885759814022,0.149541037530813,0.6783681481313957
2016-01-01 05:00:00,0.09406501157745148,0.8224559981002094,0.5784302053526349,0.11733428707198627,0.6634751255947552
2016-01-01 06:00:00,0.07962924257072204,0.691624790427821,0.5928967680262182,0.16434861699253867,0.5349776069010855
2016-01-01 07:00:00,0.1095260613654658,0.530198347595765,0.5936547691740892,0.20202685643796053,0.4284256208194099
2016-01-01 08:00:00,0.1351853302937852,0.4018716144273355,0.541524865993105,0.20400894018016513,0.3262914240904769
2016-01-01 09:00:00,0.1433109034179665,0.28548411937170926,0.46683884831145,0.17525021773187577,0.23238021996393757
2016-01-01 10:00:00,0.11213706127446417,0.15073268774589435,0.43748230003959776,0.11628051822177049,0.12503382978351163
2016-01-01 11:00:00,0.09902560136962238,0.15196471951382653,0.35297900452440906,0.06789073964427676,0.10487920146947023
2016-01-01 12:00:00,0.09061703274202453,0.11140405310928407,0.28839617180933075,0.052867120185398304,0.08081461027404195
2016-01-01 13:00:00,0.07533698630833432,0.0673475352429571,0.22533161593693607,0.031146882814324327,0.05045724173171301
2016-01-01 14:00:00,0.06301815783411982,0.037382885567376144,0.19387493240933049,0.01623709366595721,0.02367760876395061
2016-01-01 15:00:00,0.06938160676255009,0.009278036005627058,0.16790890814912895,0.005990765934908561,0.0024362948339282753
2016-01-01 16:00:00,0.10101830989111707,0.0018518465712116746,0.1555863966852453,0.0034984940825815857,0.00021682311415075669
2016-01-01 17:00:00,0.16318303654756142,0.0009553884369555028,0.1867149051956686,0.014182698284776531,0.00017507622599499597
2016-01-01 18:00:00,0.28550862775649827,0.010597422896645302,0.2669540460323281,0.07564871568874011,0.0012288040266307475
2016-01-01 19:00:00,0.41461032535953907,0.04172434462702952,0.36171158001936976,0.14384426056734378,0.022781253772284456
2016-01-01 20:00:00,0.5296708381297521,0.09498587937947525,0.4309126539636543,0.21674035546257084,0.08600867324381005
2016-01-01 21:00:00,0.6158416029510146,0.1838782437181665,0.514950512235219,0.3039719099129574,0.14569927334711738
2016-01-01 22:00:00,0.7662389988464977,0.39792066356870903,0.6888053701464161,0.38874824710078254,0.2847666561600137
2016-01-01 23:00:00,0.8518681759553106,0.4576454191765151,0.7865675899970392,0.5088608131154533,0.33885848063370494
2016-01-02 00:00:00,0.8952113278001368,0.6156053534774218,0.854680090204109,0.6430008216250832,0.47382046530370797
2016-01-02 01:00:00,0.916916903858154,0.8003740630633882,0.9137423734211991,0.722236809314391,0.7207440570209372
2016-01-02 02:00:00,0.952017312834753,0.932835887536569,0.9671940156967255,0.8306243274998547,0.8870370947528357
2016-01-02 03:00:00,0.9801084965068627,0.9771452227023302,0.9901562223103564,0.9394389440776931,0.9616666040965397
2016-01-02 04:00:00,0.9922720377328341,0.9913281621638949,0.997035490265477,0.9834168210247937,0.9878651874754881
2016-01-02 05:00:00,0.99802312744756,0.9946886696131638,0.9992195577590572,0.9961454333092103,0.9946801809479288
2016-01-02 06:00:00,0.9994862318982415,0.9978965177405549,0.9996747966690298,0.9989857551732984,0.9976228810144998
2016-01-02 07:00:00,0.9995811562062623,0.9988966863389105,0.9998382687728746,0.9997411116270365,0.9991848321891329
2016-01-02 08:00:00,0.9996395234706273,0.9994719811719055,0.9999349718782321,0.999987138659728,0.9994891486844785
2016-01-02 09:00:00,0.9998032513556704,0.9998349495963689,0.9999842176997156,0.9999962332632262,0.9997219933189243
2016-01-02 10:00:00,0.9995503246694349,0.9997169189019636,0.9999359205065027,0.999975286924644,0.9997559560829622
